BimpmRNA4 XP_024227798.1        
BimpmRNA17442 XP_033180158.1        
BimpmRNA17446 XP_003493390.1        
BimpmRNA17447 XP_003493390.1        
BimpmRNA17448 XP_003493390.1        
BimpmRNA17449 XP_003493390.1        
BimpmRNA17450 XP_024226749.1        
BimpmRNA17451 XP_024226749.1        
BimpmRNA17452 XP_024226749.1        
BimpmRNA17453 XP_024226749.1        
BimpmRNA17454 XP_003493358.1        
BimpmRNA17455 XP_003493358.1        
BimpmRNA17456 XP_003493358.1        
BimpmRNA17457 XP_003493357.1        
BimpmRNA17458 XP_003493357.1        
BimpmRNA17459 XP_003493357.1        
BimpmRNA17460 XP_024226746.1        
BimpmRNA17461 XP_024226746.1        
BimpmRNA17462 XP_003493388.1        
BimpmRNA17463 XP_003493355.1        
BimpmRNA17464 XP_003493354.1        
BimpmRNA17465 XP_003493354.1        
BimpmRNA17466 XP_033179452.1        
BimpmRNA17467 XP_033179452.1        
BimpmRNA17468 XP_033179452.1        
BimpmRNA17469 XP_033179452.1        
BimpmRNA17470 XP_003493352.1        
BimpmRNA17471 XP_003493352.1        
BimpmRNA17472 XP_003493352.1        
BimpmRNA17473 XP_033179478.1        
BimpmRNA17474 XP_033179478.1        
BimpmRNA17475 XP_033179478.1        
BimpmRNA17476 XP_033179478.1        
BimpmRNA17477 XP_003493351.1        
BimpmRNA17478 XP_024226817.1        
BimpmRNA17479 XP_024226817.1        
BimpmRNA17480 XP_024226817.1        
BimpmRNA17481 XP_024226817.1        
BimpmRNA17482 XP_024226814.1        
BimpmRNA17483 XP_024226814.1        
BimpmRNA17484 XP_024226814.1        
BimpmRNA17485 XP_024226818.1,XP_024226822.1       
BimpmRNA17486 XP_024226818.1,XP_024226822.1       
BimpmRNA17487 XP_024226818.1,XP_024226822.1       
BimpmRNA17488 XP_012246966.1        
BimpmRNA17489 XP_012246966.1        
BimpmRNA17490 XP_012246966.1        
BimpmRNA17491 XP_012246966.1        
BimpmRNA17492 XP_003493349.1        
BimpmRNA17493 XP_003493348.1        
BimpmRNA17494 XP_003493348.1        
BimpmRNA17495 XP_003493348.1        
BimpmRNA17496 XP_003493348.1        
BimpmRNA17497 XP_012246963.1,XP_012246964.1       
BimpmRNA17498 XP_012246963.1,XP_012246964.1       
BimpmRNA17499 XP_012246963.1,XP_012246964.1       
BimpmRNA17500 XP_003493347.1        
BimpmRNA17501 XP_003493347.1        
BimpmRNA17502 XP_003493347.1        
BimpmRNA17503 XP_003493347.1        
BimpmRNA17504 XP_003493347.1        
BimpmRNA17505 XP_024226738.1        
BimpmRNA17506 XP_024226738.1        
BimpmRNA17507 XP_024226738.1        
BimpmRNA17508 XP_024226738.1        
BimpmRNA17509 XP_024226738.1        
BimpmRNA17510 XP_024226739.1        
BimpmRNA17511 XP_024226739.1        
BimpmRNA17512 XP_024226739.1        
BimpmRNA17513 XP_024226739.1        
BimpmRNA17514 XP_024226739.1        
BimpmRNA17515 XP_024226739.1        
BimpmRNA17516 XP_024226739.1        
BimpmRNA17517 XP_024226739.1        
BimpmRNA17518 XP_024226739.1        
BimpmRNA17519 XP_003493345.1        
BimpmRNA17520 XP_033179505.1,XP_033179506.1       
BimpmRNA17521 XP_033179505.1,XP_033179506.1       
BimpmRNA17522 XP_033179505.1,XP_033179506.1       
BimpmRNA17523 XP_003493344.1        
BimpmRNA17524 XP_012246936.1        
BimpmRNA17525 XP_012246936.1        
BimpmRNA17526 XP_012246936.1        
BimpmRNA17527 XP_012246936.1        
BimpmRNA17528 XP_012246935.1        
BimpmRNA17529 XP_012246935.1        
BimpmRNA17530 XP_012246935.1        
BimpmRNA17531 XP_012246935.1        
BimpmRNA17532 XP_033179462.1        
BimpmRNA17533 XP_033179462.1        
BimpmRNA17534 XP_033179462.1        
BimpmRNA17535 XP_003493340.1        
BimpmRNA17536 XP_003493340.1        
BimpmRNA17537 XP_012246843.1,XP_012246844.1       
BimpmRNA17538 XP_012246843.1,XP_012246844.1       
BimpmRNA17539 XP_012246820.1,XP_012246821.1       
BimpmRNA17540 XP_012246820.1,XP_012246821.1       
BimpmRNA17541 XP_003493337.1        
BimpmRNA17542 XP_003493337.1        
BimpmRNA17543 XP_003493337.1        
BimpmRNA17544 XP_024226735.1        
BimpmRNA17545 XP_024226735.1        
BimpmRNA17546 XP_024226735.1        
BimpmRNA17547 XP_024226735.1        
BimpmRNA17548 XP_024226735.1        
BimpmRNA17549 XP_024226735.1        
BimpmRNA17550 XP_024226735.1        
BimpmRNA17551 XP_024226735.1        
BimpmRNA17552 XP_024226813.1        
BimpmRNA17553 XP_024226813.1        
BimpmRNA17554 XP_024226813.1        
BimpmRNA17555 XP_003493378.1        
BimpmRNA17556 XP_003493334.1        
BimpmRNA17557 XP_012246869.1,XP_012246870.1       
BimpmRNA17558 XP_033179463.1        
BimpmRNA17559 XP_033179463.1        
BimpmRNA17560 XP_033179463.1        
BimpmRNA17561 XP_033179463.1        
BimpmRNA17562 XP_033179460.1        
BimpmRNA17563 XP_033179460.1        
BimpmRNA17564 XP_033179460.1        
BimpmRNA17565 XP_033179460.1        
BimpmRNA17566 XP_012246931.1,XP_012246932.1       
BimpmRNA17567 XP_012246931.1,XP_012246932.1       
BimpmRNA17568 XP_012246931.1,XP_012246932.1       
BimpmRNA17569 XP_003493331.1        
BimpmRNA17570 XP_003493331.1        
BimpmRNA17571 XP_003493331.1        
BimpmRNA17572 XP_003493375.1        
BimpmRNA17573 XP_003493375.1        
BimpmRNA17574 XP_003493330.1        
BimpmRNA17575 XP_003493330.1        
BimpmRNA17576 XP_012246815.1        
BimpmRNA17577 XP_012246815.1        
BimpmRNA17578 XP_012246815.1        
BimpmRNA17579 XP_012246817.1,XP_012246818.1       
BimpmRNA17580 XP_012246817.1,XP_012246818.1       
BimpmRNA17581 XP_012246817.1,XP_012246818.1       
BimpmRNA17582 XP_012246817.1,XP_012246818.1       
BimpmRNA17583 XP_003493327.1        
BimpmRNA17584 XP_003493327.1        
BimpmRNA17585 XP_024226795.1        
BimpmRNA17586 XP_024226795.1        
BimpmRNA17587 XP_024226796.1        
BimpmRNA17588 XP_024226796.1        
BimpmRNA17589 XP_024226796.1        
BimpmRNA17592 XP_024226797.1        
BimpmRNA17593 XP_024226797.1        
BimpmRNA17594 XP_003493323.1        
BimpmRNA17595 XP_003493323.1        
BimpmRNA17596 XP_003493323.1        
BimpmRNA17597 XP_003493322.1        
BimpmRNA17598 XP_003493322.1        
BimpmRNA17599 XP_033179486.1        
BimpmRNA17600 XP_033179486.1        
BimpmRNA17601 XP_033179486.1        
BimpmRNA17602 XP_003493426.1        
BimpmRNA17603 XP_024226800.1        
BimpmRNA17604 XP_024226800.1        
BimpmRNA17605 XP_024226800.1        
BimpmRNA17606 XP_012246914.1        
BimpmRNA17607 XP_012246914.1        
BimpmRNA17608 XP_003493425.1        
BimpmRNA17609 XP_003493425.1        
BimpmRNA17610 XP_003493372.1        
BimpmRNA17611 XP_003493372.1        
BimpmRNA17612 XP_012246906.1        
BimpmRNA17613 XP_033179447.1        
BimpmRNA17614 XP_033179447.1        
BimpmRNA17615 XP_033179447.1        
BimpmRNA17616 XP_033179447.1        
BimpmRNA17617 XP_003493421.1        
BimpmRNA17618 XP_003493421.1        
BimpmRNA17619 XP_003493421.1        
BimpmRNA17620 XP_003493421.1        
BimpmRNA17621 XP_003493421.1        
BimpmRNA17623 XP_003493420.1        
BimpmRNA17624 XP_003493419.1        
BimpmRNA17627 XP_012246808.2        
BimpmRNA17628 XP_012246808.2        
BimpmRNA17629 XP_012246808.2        
BimpmRNA17630 XP_012246882.1        
BimpmRNA17631 XP_012246882.1        
BimpmRNA17632 XP_003493418.1        
BimpmRNA17633 XP_003493417.1        
BimpmRNA17634 XP_003493417.1        
BimpmRNA17635 XP_003493416.2        
BimpmRNA17636 XP_003493416.2        
BimpmRNA17637 XP_003493416.2        
BimpmRNA17638 XP_003493416.2        
BimpmRNA17639 XP_003493416.2        
BimpmRNA17640 XP_003493415.1        
BimpmRNA17641 XP_003493415.1        
BimpmRNA17642 XP_012246902.1        
BimpmRNA17643 XP_012246873.1        
BimpmRNA17644 XP_012246873.1        
BimpmRNA17645 XP_012246873.1        
BimpmRNA17646 XP_033179444.1        
BimpmRNA17647 XP_033179444.1        
BimpmRNA17648 XP_033179444.1        
BimpmRNA17649 XP_012246859.1        
BimpmRNA17650 XP_033179444.1        
BimpmRNA17651 XP_033179444.1        
BimpmRNA17653 XP_003493412.1        
BimpmRNA17654 XP_003493412.1        
BimpmRNA17655 XP_012246851.2        
BimpmRNA17656 XP_012246851.2        
BimpmRNA17657 XP_012246851.2        
BimpmRNA17658 XP_012246851.2        
BimpmRNA17659 XP_012246851.2        
BimpmRNA17660 XP_012246851.2        
BimpmRNA17661 XP_012246851.2        
BimpmRNA17662 XP_012246851.2        
BimpmRNA17663 XP_012246851.2        
BimpmRNA17664 XP_012246851.2        
BimpmRNA17665 XP_033179511.1        
BimpmRNA17666 XP_033179511.1        
BimpmRNA17667 XP_033179511.1        
BimpmRNA17668 XP_012246933.1        
BimpmRNA17669 XP_012246933.1        
BimpmRNA17670 XP_033179509.1        
BimpmRNA17671 XP_033179509.1        
BimpmRNA17672 XP_033179509.1        
BimpmRNA17673 XP_033179509.1        
BimpmRNA17674 XP_033179509.1        
BimpmRNA17675 XP_003493366.2        
BimpmRNA17676 XP_003493366.2        
BimpmRNA17677 XP_003493407.1        
BimpmRNA17678 XP_003493407.1        
BimpmRNA17679 XP_003493407.1        
BimpmRNA17680 XP_003493407.1        
BimpmRNA17681 XP_003493407.1        
BimpmRNA17682 XP_003493405.1,XP_003493406.1       
BimpmRNA17683 XP_003493403.1        
BimpmRNA17684 XP_003493403.1        
BimpmRNA17685 XP_003493403.1        
BimpmRNA17686 XP_012246845.1        
BimpmRNA17687 XP_012246845.1        
BimpmRNA17688 XP_012246845.1        
BimpmRNA17689 XP_012246845.1        
BimpmRNA17690 XP_012246845.1        
BimpmRNA17691 XP_003493401.1        
BimpmRNA17692 XP_024226777.1        
BimpmRNA17693 XP_024226777.1        
BimpmRNA17694 XP_003493400.1        
BimpmRNA17695 XP_003493400.1        
BimpmRNA17696 XP_024226759.1        
BimpmRNA17697 XP_024226759.1        
BimpmRNA17698 XP_024226759.1        
BimpmRNA17699 XP_024226759.1        
BimpmRNA17700 XP_003493397.1        
BimpmRNA17701 XP_003493397.1        
BimpmRNA17702 XP_003493397.1        
BimpmRNA17703 XP_003493397.1        
BimpmRNA17704 XP_003493397.1        
BimpmRNA17705 XP_003493397.1        
BimpmRNA17706 XP_003493397.1        
BimpmRNA17707 XP_003493397.1        
BimpmRNA17708 XP_003493394.1        
BimpmRNA17709 XP_003493394.1        
BimpmRNA17710 XP_012246867.1        
BimpmRNA17711 XP_012246867.1        
BimpmRNA17712 XP_012246867.1        
BimpmRNA17713 XP_012246867.1        
BimpmRNA17714 XP_012246875.1        
BimpmRNA17715 XP_003493393.1        
BimpmRNA17716 XP_012246875.1        
BimpmRNA17717 XP_003493393.1        
BimpmRNA17718 XP_003493393.1        
BimpmRNA17719 XP_003493393.1        
BimpmRNA17722 XP_012246926.1        
BimpmRNA17723 XP_012246926.1        
BimpmRNA17724 XP_012246926.1        
BimpmRNA17725 XP_012246925.1        
BimpmRNA17726 XP_012246925.1        
BimpmRNA17727 XP_012246925.1        
BimpmRNA17729 XP_003493369.1        
BimpmRNA17730 XP_003493369.1        
BimpmRNA17731 XP_024226785.1        
BimpmRNA17732 XP_012246836.1,XP_012246837.1,XP_012246838.1,XP_012246839.1     
BimpmRNA17733 XP_012246913.1        
BimpmRNA17734 XP_012246881.1        
BimpmRNA17735 XP_012246881.1        
BimpmRNA17736 XP_003493342.1        
BimpmRNA17737 XP_003493342.1        
BimpmRNA17738 XP_012246860.1        
BimpmRNA17739 XP_012246860.1        
BimpmRNA17740 XP_012246860.1        
BimpmRNA17741 XP_012246863.1,XP_012246864.1       
BimpmRNA17742 XP_012246863.1,XP_012246864.1       
BimpmRNA17743 XP_024226780.1        
BimpmRNA17744 XP_024226780.1        
BimpmRNA17745 XP_024226780.1        
BimpmRNA17746 XP_024226780.1        
BimpmRNA17747 XP_024226772.2        
BimpmRNA17748 XP_024226772.2        
BimpmRNA17749 XP_024226772.2        
BimpmRNA17750 XP_024226772.2        
BimpmRNA17751 XP_024226772.2        
BimpmRNA17752 XP_024226772.2        
BimpmRNA17753 XP_024226765.1,XP_024226766.1,XP_024226767.1      
BimpmRNA17754 XP_024226765.1,XP_024226766.1,XP_024226767.1      
BimpmRNA17755 XP_024226765.1,XP_024226766.1,XP_024226767.1      
BimpmRNA17756 XP_024226765.1,XP_024226766.1,XP_024226767.1      
BimpmRNA17758 XP_003493391.1        
BimpmRNA17759 XP_003493391.1        
BimpmRNA17760 XP_003493391.1        
BimpmRNA17761 XP_003493391.1        
BimpmRNA17762 XP_003493391.1        
BimpmRNA17763 XP_003493391.1        
BimpmRNA17764 XP_003493391.1        
BimpmRNA17765 XP_003493391.1        
BimpmRNA17766 XP_003493391.1        
BimpmRNA17767 XP_003493361.1        
BimpmRNA17768 XP_033179018.1        
BimpmRNA17769 XP_033179018.1        
BimpmRNA17770 XP_033179018.1        
BimpmRNA17771 XP_033179018.1        
BimpmRNA17772 XP_024226288.1        
BimpmRNA17773 XP_024226288.1        
BimpmRNA17774 XP_024226288.1        
BimpmRNA17775 XP_024226288.1        
BimpmRNA17776 XP_024226288.1        
BimpmRNA17777 XP_024226288.1        
BimpmRNA17778 XP_024226293.1        
BimpmRNA17779 XP_024226293.1        
BimpmRNA17780 XP_024226293.1        
BimpmRNA17781 XP_003492703.1        
BimpmRNA17782 XP_003491912.1        
BimpmRNA17783 XP_012245915.1        
BimpmRNA17784 XP_033179013.1        
BimpmRNA17785 XP_033179013.1        
BimpmRNA17786 XP_033179013.1        
BimpmRNA17787 XP_033179013.1        
BimpmRNA17788 XP_033179013.1        
BimpmRNA17789 XP_033179013.1        
BimpmRNA17790 XP_033179013.1        
BimpmRNA17791 XP_033179013.1        
BimpmRNA17792 XP_012245915.1        
BimpmRNA17793 XP_012245915.1        
BimpmRNA17794 XP_012245915.1        
BimpmRNA17795 XP_012245915.1        
BimpmRNA17796 XP_012245915.1        
BimpmRNA17797 XP_033179013.1        
BimpmRNA17798 XP_012245915.1        
BimpmRNA17804 XP_012245918.1,XP_012245919.1,XP_012245921.1,XP_012245922.1     
BimpmRNA17805 XP_012245918.1,XP_012245919.1,XP_012245921.1,XP_012245922.1     
BimpmRNA17806 XP_012245918.1,XP_012245919.1,XP_012245921.1,XP_012245922.1     
BimpmRNA17807 XP_012245918.1,XP_012245919.1,XP_012245921.1,XP_012245922.1     
BimpmRNA17808 XP_012245918.1,XP_012245919.1,XP_012245921.1,XP_012245922.1     
BimpmRNA17809 XP_012245918.1,XP_012245919.1,XP_012245921.1,XP_012245922.1     
BimpmRNA17810 XP_012245918.1,XP_012245919.1,XP_012245921.1,XP_012245922.1     
BimpmRNA17811 XP_012245918.1,XP_012245919.1,XP_012245921.1,XP_012245922.1     
BimpmRNA17812 XP_012245918.1,XP_012245919.1,XP_012245921.1,XP_012245922.1     
BimpmRNA17813 XP_012245918.1,XP_012245919.1,XP_012245921.1,XP_012245922.1     
BimpmRNA17814 XP_012245918.1,XP_012245919.1,XP_012245921.1,XP_012245922.1     
BimpmRNA17815 XP_012245918.1,XP_012245919.1,XP_012245921.1,XP_012245922.1     
BimpmRNA17816 XP_012245918.1,XP_012245919.1,XP_012245921.1,XP_012245922.1     
BimpmRNA17817 XP_012245934.1,XP_012245935.1,XP_012245936.1,XP_012245937.1,XP_012245938.1    
BimpmRNA17818 XP_012245934.1,XP_012245935.1,XP_012245936.1,XP_012245937.1,XP_012245938.1    
BimpmRNA17819 XP_012245934.1,XP_012245935.1,XP_012245936.1,XP_012245937.1,XP_012245938.1    
BimpmRNA17820 XP_012245934.1,XP_012245935.1,XP_012245936.1,XP_012245937.1,XP_012245938.1    
BimpmRNA17821 XP_012245930.1        
BimpmRNA17822 XP_003492708.1        
BimpmRNA17823 XP_003492708.1        
BimpmRNA17824 XP_003492708.1        
BimpmRNA17825 XP_012245933.1        
BimpmRNA17826 XP_012245933.1        
BimpmRNA17827 XP_012245933.1        
BimpmRNA17828 XP_033179015.1        
BimpmRNA17829 XP_033179023.1        
BimpmRNA17832 XP_033179020.1,XP_033179021.1,XP_033179022.1      
BimpmRNA17833 XP_033179020.1,XP_033179021.1,XP_033179022.1      
BimpmRNA17838 XP_012245954.1        
BimpmRNA17839 XP_012245907.1        
BimpmRNA17840 XP_012245949.1        
BimpmRNA17841 XP_033179007.1        
BimpmRNA17842 XP_033179007.1        
BimpmRNA17843 XP_033179007.1        
BimpmRNA17844 XP_033179007.1        
BimpmRNA17845 XP_033179007.1        
BimpmRNA17846 XP_033179007.1        
BimpmRNA17847 XP_003492713.1        
BimpmRNA17848 XP_003492713.1        
BimpmRNA17849 XP_003492713.1        
BimpmRNA17850 XP_003492713.1        
BimpmRNA17851 XP_003492713.1        
BimpmRNA17852 XP_003492713.1        
BimpmRNA17853 XP_012245948.1        
BimpmRNA17854 XP_012245948.1        
BimpmRNA17855 XP_012245958.1        
BimpmRNA17856 XP_024226286.1        
BimpmRNA17857 XP_024226286.1        
BimpmRNA17858 XP_024226286.1        
BimpmRNA17859 XP_024226286.1        
BimpmRNA17860 XP_012248736.1        
BimpmRNA17861 XP_003494581.4        
BimpmRNA17862 XP_003494581.4        
BimpmRNA17863 XP_003494581.4        
BimpmRNA17864 XP_003494581.4        
BimpmRNA17865 XP_003494581.4        
BimpmRNA17866 XP_003494581.4        
BimpmRNA17867 XP_003494581.4        
BimpmRNA17868 XP_012248736.1        
BimpmRNA17869 XP_003494581.4        
BimpmRNA17871 XP_033175483.1        
BimpmRNA17879 XP_024223930.1        
BimpmRNA17880 XP_033175935.1        
BimpmRNA17881 XP_033175935.1        
BimpmRNA17885 XP_024224749.2        
BimpmRNA17886 XP_024224749.2        
BimpmRNA17887 XP_024224749.2        
BimpmRNA17888 XP_024224749.2        
BimpmRNA17889 XP_024224749.2        
BimpmRNA17890 XP_024224746.1        
BimpmRNA17891 XP_024224746.1        
BimpmRNA17892 XP_024224746.1        
BimpmRNA17893 XP_024224746.1        
BimpmRNA17894 XP_012243385.1        
BimpmRNA17895 XP_012243385.1        
BimpmRNA17896 XP_012243385.1        
BimpmRNA17897 XP_012243385.1        
BimpmRNA17898 XP_003491112.1        
BimpmRNA17899 XP_003491112.1        
BimpmRNA17900 XP_003491112.1        
BimpmRNA17901 XP_003491107.2        
BimpmRNA17902 XP_003491107.2        
BimpmRNA17903 XP_003491107.2        
BimpmRNA17906 XP_003491106.1        
BimpmRNA17908 XP_003491111.2        
BimpmRNA17909 XP_003491111.2        
BimpmRNA17910 XP_003492995.2        
BimpmRNA17911 XP_003491111.2        
BimpmRNA17912 XP_003492995.2        
BimpmRNA17913 XP_003492995.2        
BimpmRNA17914 XP_003492995.2        
BimpmRNA17916 XP_033179213.1        
BimpmRNA17917 XP_033179213.1        
BimpmRNA17918 XP_033179213.1        
BimpmRNA17919 XP_033179213.1        
BimpmRNA17920 XP_033179213.1        
BimpmRNA17921 XP_012246354.1,XP_012246355.1,XP_012246356.1,XP_012246357.1,XP_012246358.1,XP_012246359.1    
BimpmRNA17922 XP_012246354.1,XP_012246355.1,XP_012246356.1,XP_012246357.1,XP_012246358.1,XP_012246359.1    
BimpmRNA17923 XP_033175475.1,XP_033175476.1       
BimpmRNA17924 XP_033175475.1,XP_033175476.1       
BimpmRNA17925 XP_033175475.1,XP_033175476.1       
BimpmRNA17926 XP_033175475.1,XP_033175476.1       
BimpmRNA17927 XP_033175475.1,XP_033175476.1       
BimpmRNA17928 XP_033175475.1,XP_033175476.1       
BimpmRNA17929 XP_012246353.2        
BimpmRNA17930 XP_012246353.2        
BimpmRNA17931 XP_033175475.1,XP_033175476.1       
BimpmRNA17932 XP_024223435.1        
BimpmRNA17933 XP_024223435.1        
BimpmRNA17934 XP_024223435.1        
BimpmRNA17936 XP_003492415.1        
BimpmRNA17937 XP_003492415.1        
BimpmRNA17938 XP_003492415.1        
BimpmRNA17939 XP_012245483.1        
BimpmRNA17940 XP_012245483.1        
BimpmRNA17941 XP_012245483.1        
BimpmRNA17942 XP_012245483.1        
BimpmRNA17943 XP_012245483.1        
BimpmRNA17944 XP_012245483.1        
BimpmRNA17945 XP_012245483.1        
BimpmRNA17946 XP_012245483.1        
BimpmRNA17947 XP_012245483.1        
BimpmRNA17948 XP_012245483.1        
BimpmRNA17949 XP_012245483.1        
BimpmRNA17950 XP_012245483.1        
BimpmRNA17951 XP_012245483.1        
BimpmRNA17952 XP_012245483.1        
BimpmRNA17953 XP_003486606.1        
BimpmRNA17954 XP_003486606.1        
BimpmRNA17955 XP_003486606.1        
BimpmRNA17956 XP_033180178.1        
BimpmRNA17957 XP_024227543.1        
BimpmRNA17958 XP_024227543.1        
BimpmRNA17959 XP_024227543.1        
BimpmRNA17960 XP_033180178.1        
BimpmRNA17961 XP_033180178.1        
BimpmRNA17962 XP_033180178.1        
BimpmRNA17963 XP_033180178.1        
BimpmRNA17964 XP_033180178.1        
BimpmRNA17965 XP_033180178.1        
BimpmRNA17966 XP_012245593.1        
